Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
18601066,9/1/2010 18:51,9/29/2010 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11102,21-21 24 AVENUE,24 AVENUE,21 ST,23 ST,,,ADDRESS,Astoria,,N/A,Closed,,9/29/2010 0:00,01 QUEENS,QUEENS,1006032,222188,Unspecified,QUEENS,,,,,,,,40.77650419,-73.921354,"(40.7765041920602, -73.9213540014589)"
18601065,9/1/2010 14:58,9/2/2010 8:25,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11228,8645 14 AVENUE,14 AVENUE,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,9/2/2010 8:33,11 BROOKLYN,BROOKLYN,980742,162185,Unspecified,BROOKLYN,,,,,,,,40.61183606,-74.01263473,"(40.61183605641275, -74.01263472514368)"
18601064,9/1/2010 15:10,9/2/2010 8:28,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11374,99-41 64 AVENUE,64 AVENUE,99 ST,102 ST,,,ADDRESS,Rego Park,,N/A,Closed,,9/2/2010 8:42,06 QUEENS,QUEENS,1024542,205798,Unspecified,QUEENS,,,,,,,,40.73145287,-73.85462018,"(40.731452872038204, -73.8546201805948)"
18597989,8/31/2010 7:56,8/31/2010 11:32,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11433,112-55 179 STREET,179 STREET,112 AVE,MURDOCK AVE,,,ADDRESS,Jamaica,,N/A,Closed,,8/31/2010 11:32,12 QUEENS,QUEENS,1047407,193237,Unspecified,QUEENS,,,,,,,,40.69684233,-73.77223784,"(40.6968423321721, -73.77223784145409)"
18597945,8/31/2010 14:08,9/1/2010 8:58,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10011,30 5 AVENUE,5 AVENUE,E 9 ST,E 10 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,9/1/2010 8:58,02 MANHATTAN,MANHATTAN,985452,206407,Unspecified,MANHATTAN,,,,,,,,40.73321612,-73.99566288,"(40.733216117010585, -73.99566288377744)"
21078908,8/20/2011 13:45,8/22/2011 9:17,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10306,634 TYSENS LANE,TYSENS LANE,FALCON AVE,MILL RD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,8/22/2011 9:17,03 STATEN ISLAND,STATEN ISLAND,952654,144164,Unspecified,STATEN ISLAND,,,,,,,,40.56231641,-74.11371465,"(40.56231640647704, -74.11371464569709)"
20731273,6/28/2011 10:28,6/30/2011 8:46,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11214,1906 19 LANE,19 LANE,19 AVE,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,,6/30/2011 8:46,11 BROOKLYN,BROOKLYN,982498,157788,Unspecified,BROOKLYN,,,,,,,,40.59976771,-74.00630902,"(40.5997677105262, -74.00630901862465)"
20571031,6/4/2011 13:57,7/30/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11374,64-18 CROMWELL CRESCENT,CROMWELL CRESCENT,64 RD,65 DR,,,ADDRESS,Rego Park,,N/A,Closed,,7/30/2011 0:00,06 QUEENS,QUEENS,1022356,202451,Unspecified,QUEENS,,,,,,,,40.72227587,-73.86252655,"(40.72227587089815, -73.86252654878406)"
20486222,5/22/2011 20:27,6/19/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10307,67 LION STREET,LION STREET,MAIDEN LN,CRAIG AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,6/19/2011 0:00,03 STATEN ISLAND,STATEN ISLAND,917648,127228,Unspecified,STATEN ISLAND,,,,,,,,40.51563661,-74.23953481,"(40.51563661174228, -74.23953481161728)"
20455404,5/17/2011 14:51,5/18/2011 7:28,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11423,82-56 189 STREET,189 STREET,ABERDEEN RD,RADNOR RD,,,ADDRESS,Hollis,,N/A,Closed,,5/18/2011 7:28,08 QUEENS,QUEENS,1045656,203764,Unspecified,QUEENS,,,,,,,,40.72574868,-73.77845641,"(40.725748675284194, -73.7784564060901)"
20455309,5/17/2011 12:41,5/18/2011 9:23,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11367,150-59 77 AVENUE,77 AVENUE,150 ST,153 ST,,,ADDRESS,Flushing,,N/A,Closed,,5/18/2011 9:23,08 QUEENS,QUEENS,1035695,202642,Unspecified,QUEENS,,,,,,,,40.7227326,-73.81440265,"(40.72273260318885, -73.81440265169815)"
20433684,5/13/2011 15:32,5/16/2011 10:43,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10025,238 WEST  106 STREET,WEST  106 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,5/16/2011 10:43,07 MANHATTAN,MANHATTAN,993413,231080,Unspecified,MANHATTAN,,,,,,,,40.80093243,-73.96690397,"(40.80093243424508, -73.96690397293466)"
20415412,5/12/2011 21:43,5/16/2011 10:13,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11364,79-43 214 STREET,214 STREET,RICHLAND AVE,UNION TPKE,,,ADDRESS,Oakland Gardens,,N/A,Closed,,5/16/2011 10:13,11 QUEENS,QUEENS,1051437,207133,Unspecified,QUEENS,,,,,,,,40.7349537,-73.75756589,"(40.734953700780686, -73.75756589155105)"
20408404,5/11/2011 20:45,5/12/2011 8:51,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11372,,,NORTHERN BLVD,78 ST,NORTHERN BOULEVARD,78 STREET,INTERSECTION,Jackson Heights,,N/A,Closed,,5/12/2011 8:51,03 QUEENS,QUEENS,1014978,214425,Unspecified,QUEENS,,,,,,,,40.75517021,-73.88908913,"(40.755170209864836, -73.88908912945205)"
20408306,5/11/2011 16:36,5/13/2011 14:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10009,624 EAST   11 STREET,EAST   11 STREET,AVENUE B,AVENUE C,,,ADDRESS,NEW YORK,,N/A,Closed,,5/13/2011 14:00,03 MANHATTAN,MANHATTAN,990150,204193,Unspecified,MANHATTAN,,,,,,,,40.72713734,-73.97871327,"(40.727137342769986, -73.97871326806425)"
20408202,5/11/2011 14:14,5/16/2011 10:06,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11104,39-51 44 STREET,44 STREET,BARNETT AVE,SKILLMAN AVE,,,ADDRESS,Sunnyside,,N/A,Closed,,5/16/2011 10:06,02 QUEENS,QUEENS,1006571,212123,Unspecified,QUEENS,,,,,,,,40.74887702,-73.91944131,"(40.748877024922635, -73.91944131200998)"
20386234,5/8/2011 17:11,5/12/2011 8:34,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10306,173 COLONY AVENUE,COLONY AVENUE,HUNTER AVE,MAPLETON AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,5/12/2011 8:34,02 STATEN ISLAND,STATEN ISLAND,959080,148499,Unspecified,STATEN ISLAND,,,,,,,,40.5742357,-74.0906035,"(40.574235700459866, -74.09060349697246)"
20372686,5/5/2011 16:42,5/13/2011 8:29,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11385,72-27 68 STREET,68 STREET,MYRTLE AVE,COOPER AVE,,,ADDRESS,Ridgewood,,N/A,Closed,,5/13/2011 8:29,05 QUEENS,QUEENS,1016425,194788,Unspecified,QUEENS,,,,,,,,40.70126634,-73.88396017,"(40.701266337321655, -73.88396016844517)"
20372477,5/5/2011 10:23,5/6/2011 7:59,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,,1917 23 TERRACE TERR,23 TERRACE TERR,19 ST,21 ST,,,ADDRESS,,,N/A,Closed,,5/6/2011 7:59,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
20364593,5/4/2011 10:45,5/13/2011 8:28,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10467,3534 BRONX BOULEVARD,BRONX BOULEVARD,E 211 ST,E 213 ST,,,ADDRESS,BRONX,,N/A,Closed,,5/13/2011 8:28,12 BRONX,BRONX,1020599,259607,Unspecified,BRONX,,,,,,,,40.87916064,-73.86855578,"(40.879160635019176, -73.86855578314018)"
20357357,5/3/2011 15:02,5/13/2011 8:31,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10309,108 SEGUINE LOOP,SEGUINE LOOP,BEND,SEGUINE AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,5/13/2011 8:31,03 STATEN ISLAND,STATEN ISLAND,929468,128923,Unspecified,STATEN ISLAND,,,,,,,,40.52036991,-74.19703793,"(40.52036990911206, -74.19703792521709)"
20357016,5/3/2011 9:31,5/13/2011 8:30,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11214,81 BAY   28 STREET,BAY   28 STREET,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,5/13/2011 8:30,11 BROOKLYN,BROOKLYN,985144,158385,Unspecified,BROOKLYN,,,,,,,,40.60140648,-73.99678059,"(40.601406482548136, -73.99678059298807)"
20319962,4/27/2011 10:28,5/13/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10475,9B COOPER PLACE,COOPER PLACE,CARVER LOOP,DEAD END,,,ADDRESS,BRONX,,N/A,Closed,,5/13/2011 0:00,10 BRONX,BRONX,1032717,259025,Unspecified,BRONX,,,,,,,,40.877505,-73.82473933,"(40.877505000682746, -73.82473933036984)"
20312435,4/26/2011 12:25,5/13/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11201,79 BRIDGE STREET,BRIDGE STREET,FRONT ST,YORK ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,5/13/2011 0:00,02 BROOKLYN,BROOKLYN,988489,195055,Unspecified,BROOKLYN,,,,,,,,40.70205667,-73.98471178,"(40.7020566683554, -73.98471177821122)"
20312292,4/26/2011 9:56,5/13/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10466,3944 BARNS AVENUE,BARNS AVENUE,E 223 ST,E 224 ST,,,ADDRESS,BRONX,,N/A,Closed,,5/13/2011 0:00,12 BRONX,BRONX,1023494,262107,Unspecified,BRONX,,,,,,,,40.88600995,-73.85807234,"(40.88600994833319, -73.8580723368094)"
20305299,4/25/2011 16:57,5/16/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11234,2614 EAST   66 STREET,EAST   66 STREET,MAYFAIR DR,DAKOTA PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,5/16/2011 0:00,18 BROOKLYN,BROOKLYN,1009571,160648,Unspecified,BROOKLYN,,,,,,,,40.60758182,-73.90880743,"(40.607581824551126, -73.90880742720167)"
20295489,4/23/2011 8:20,5/16/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11238,412 CUMBERLAND STREET,CUMBERLAND STREET,ATLANTIC COMMONS,ATLANTIC AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,5/16/2011 0:00,02 BROOKLYN,BROOKLYN,992047,188220,Unspecified,BROOKLYN,,,,,,,,40.68329375,-73.97188754,"(40.68329375434262, -73.97188753787093)"
20216918,4/11/2011 9:37,6/5/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,,1917 23 TERRACE TERR,23 TERRACE TERR,19 ST,21 ST,,,ADDRESS,,,N/A,Closed,,6/5/2011 0:00,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
20143542,3/30/2011 11:03,3/31/2011 13:37,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,,,,PARK AVE,VANDERBILT AVE,PARK AVE,VANDERBILT AVE,INTERSECTION,,,N/A,Closed,,3/31/2011 13:37,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
20095553,3/23/2011 20:29,3/24/2011 11:16,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10305,201 GRASMERE DRIVE,GRASMERE DRIVE,BEND,JOSEPH LN,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,3/24/2011 11:16,02 STATEN ISLAND,STATEN ISLAND,963814,159554,Unspecified,STATEN ISLAND,,,,,,,,40.60459163,-74.07359614,"(40.604591631274516, -74.07359613892126)"
19916721,2/25/2011 9:01,2/28/2011 10:52,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11214,1906 19 LANE,19 LANE,19 AVE,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/28/2011 10:52,11 BROOKLYN,BROOKLYN,982498,157788,Unspecified,BROOKLYN,,,,,,,,40.59976771,-74.00630902,"(40.5997677105262, -74.00630901862465)"
19579800,1/11/2011 9:31,1/12/2011 8:58,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,,308 4 ST,4 ST,,,,,ADDRESS,,,N/A,Closed,,1/12/2011 8:58,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
19538908,1/5/2011 7:50,2/1/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10309,37 HARRIS LANE,HARRIS LANE,BLOOMINGDALE RD,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,2/1/2011 0:00,03 STATEN ISLAND,STATEN ISLAND,923256,137069,Unspecified,STATEN ISLAND,,,,,,,,40.54268856,-74.21945434,"(40.542688564424694, -74.219454336687)"
19530800,1/4/2011 15:38,2/10/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,10304,45 SMITH TERRACE,SMITH TERRACE,VAN DUZER ST,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,2/10/2011 0:00,01 STATEN ISLAND,STATEN ISLAND,961631,168233,Unspecified,STATEN ISLAND,,,,,,,,40.62840837,-74.08148684,"(40.628408374695546, -74.08148684493692)"
19491306,12/29/2010 16:38,12/30/2010 10:13,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,11365,65-26 UTOPIA PARKWAY,UTOPIA PARKWAY,65 AVE,67 AVE,,,ADDRESS,Fresh Meadows,,N/A,Closed,,12/30/2010 10:13,08 QUEENS,QUEENS,1041579,207526,Unspecified,QUEENS,,,,,,,,40.73610178,-73.7931335,"(40.73610177712278, -73.79313349823371)"
19420554,12/25/2010 21:15,12/28/2010 6:56,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11226,50 EAST   18 STREET,EAST   18 STREET,CATON AVE,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/28/2010 6:56,14 BROOKLYN,BROOKLYN,994443,176231,Unspecified,BROOKLYN,,,,,,,,40.65038418,-73.96326677,"(40.65038418480193, -73.9632667712913)"
19417523,12/24/2010 9:46,12/28/2010 10:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11238,435 GRAND AVENUE,GRAND AVENUE,GATES AVE,PUTNAM AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/28/2010 10:00,02 BROOKLYN,BROOKLYN,994866,188122,Unspecified,BROOKLYN,,,,,,,,40.68302183,-73.96172365,"(40.68302183461124, -73.96172365199637)"
19414142,12/23/2010 14:39,12/28/2010 10:07,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10012,10 JERSEY STREET,JERSEY STREET,LAFAYETTE ST,MULBERRY ST,,,ADDRESS,NEW YORK,,N/A,Closed,,12/28/2010 10:07,02 MANHATTAN,MANHATTAN,985437,203155,Unspecified,MANHATTAN,,,,,,,,40.72429017,-73.99571758,"(40.72429017300248, -73.99571758117244)"
19414114,12/23/2010 13:28,12/28/2010 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11354,37-07 147 STREET,147 STREET,37 AVE,38 AVE,,,ADDRESS,Flushing,,N/A,Closed,,12/28/2010 9:49,07 QUEENS,QUEENS,1034320,217831,Unspecified,QUEENS,,,,,,,,40.76443041,-73.81925013,"(40.764430413610334, -73.81925013481681)"
19406943,12/22/2010 9:04,12/23/2010 9:10,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11233,354 CHAUNCEY STREET,CHAUNCEY STREET,HOWARD AVE,SARATOGA AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/23/2010 9:10,03 BROOKLYN,BROOKLYN,1006877,187634,Unspecified,BROOKLYN,,,,,,,,40.68165983,-73.91841924,"(40.6816598316675, -73.91841924123314)"
19406840,12/22/2010 17:32,12/28/2010 9:14,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11234,1098 EAST   52 STREET,EAST   52 STREET,GLENWOOD RD,AVENUE H,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/28/2010 9:14,18 BROOKLYN,BROOKLYN,1004654,170075,Unspecified,BROOKLYN,,,,,,,,40.63346965,-73.92648731,"(40.633469652321544, -73.92648730544362)"
19391445,12/20/2010 22:02,12/22/2010 7:57,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11218,546 EAST    4 STREET,EAST    4 STREET,AVENUE C,CORTELYOU RD,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/22/2010 7:57,12 BROOKLYN,BROOKLYN,991011,172084,Unspecified,BROOKLYN,,,,,,,,40.63900485,-73.97563907,"(40.63900484903937, -73.9756390656846)"
19391316,12/20/2010 15:09,12/21/2010 10:33,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11223,2250 EAST    4 STREET,EAST    4 STREET,AVENUE V,GRAVESEND NECK RD,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/21/2010 10:33,15 BROOKLYN,BROOKLYN,993319,156138,Unspecified,BROOKLYN,,,,,,,,40.59523433,-73.9673444,"(40.59523432704477, -73.96734440260906)"
19391081,12/20/2010 10:37,12/23/2010 13:31,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11210,3608 BEDFORD AVENUE,BEDFORD AVENUE,AVENUE N,AVENUE O,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/23/2010 13:31,14 BROOKLYN,BROOKLYN,998292,163197,Unspecified,BROOKLYN,,,,,,,,40.61460336,-73.94942298,"(40.61460335526261, -73.94942298330119)"
19391043,12/20/2010 9:56,12/23/2010 8:27,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10039,239 WEST  145 STREET,WEST  145 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/23/2010 8:27,10 MANHATTAN,MANHATTAN,1000770,238821,Unspecified,MANHATTAN,,,,,,,,40.82216863,-73.94031203,"(40.82216862901675, -73.94031202898285)"
19383322,12/19/2010 11:23,12/22/2010 7:56,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11214,1967 77 STREET,77 STREET,19 AVE,20 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/22/2010 7:56,11 BROOKLYN,BROOKLYN,985970,161586,Unspecified,BROOKLYN,,,,,,,,40.61019245,-73.99380525,"(40.61019245206384, -73.99380524739192)"
19374313,12/17/2010 19:01,12/20/2010 13:51,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11211,356 SOUTH    1 STREET,SOUTH    1 STREET,GRAND ST EXTENSION,HOOPER ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/20/2010 13:51,01 BROOKLYN,BROOKLYN,997343,198178,Unspecified,BROOKLYN,,,,,,,,40.71061989,-73.9527732,"(40.71061989437925, -73.95277319848549)"
19374081,12/17/2010 13:56,3/14/2011 11:20,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11427,233-72 87 AVENUE,87 AVENUE,RANGE ST,235 CT,,,ADDRESS,Queens Village,,N/A,Closed,,3/14/2011 11:20,13 QUEENS,QUEENS,1058087,205698,Unspecified,QUEENS,,,,,,,,40.73096198,-73.73358626,"(40.73096198079662, -73.73358626355507)"
19365870,12/16/2010 11:47,12/17/2010 7:57,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11236,9921 FLATLANDS AVENUE,FLATLANDS AVENUE,E 99 ST,E 100 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/17/2010 7:57,18 BROOKLYN,BROOKLYN,1012321,174228,Unspecified,BROOKLYN,,,,,,,,40.64484776,-73.89884694,"(40.64484776314676, -73.8988469437438)"
19356963,12/15/2010 15:21,12/16/2010 9:42,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11238,681 VANDERBILT AVENUE,VANDERBILT AVENUE,PARK PL,STERLING PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/16/2010 9:42,08 BROOKLYN,BROOKLYN,992768,185725,Unspecified,BROOKLYN,,,,,,,,40.67644488,-73.96929109,"(40.67644488103641, -73.96929109122996)"
19347242,12/14/2010 15:12,12/20/2010 9:55,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10457,1629 FULTON AVENUE,FULTON AVENUE,E 172 ST,E 173 ST,,,ADDRESS,BRONX,,N/A,Closed,,12/20/2010 9:55,03 BRONX,BRONX,1012234,245199,Unspecified,BRONX,,,,,,,,40.83964552,-73.89886518,"(40.83964551792719, -73.89886518036231)"
19347227,12/14/2010 14:50,12/15/2010 10:32,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10312,96 ST ALBANS PLACE,ST ALBANS PLACE,PACIFIC AVE,WINCHESTER AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,12/15/2010 10:32,03 STATEN ISLAND,STATEN ISLAND,939298,137512,Unspecified,STATEN ISLAND,,,,,,,,40.54400032,-74.16173886,"(40.544000319612095, -74.16173886405927)"
19346978,12/14/2010 10:20,12/22/2010 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11225,941 WASHINGTON AVENUE,WASHINGTON AVENUE,MONTGOMERY ST,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/22/2010 0:00,09 BROOKLYN,BROOKLYN,994916,182071,Unspecified,BROOKLYN,,,,,,,,40.66641314,-73.96155295,"(40.666413142848, -73.96155295099777)"
19346969,12/14/2010 9:58,12/15/2010 9:10,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10471,5570 NETHERLAND AVENUE,NETHERLAND AVENUE,BEND,W 256 ST,,,ADDRESS,BRONX,,N/A,Closed,,12/15/2010 9:10,08 BRONX,BRONX,1010136,268622,Unspecified,BRONX,,,,,,,,40.90394083,-73.9063569,"(40.9039408333646, -73.90635690084427)"
19346864,12/14/2010 3:31,12/21/2010 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11385,65-18 MYRTLE AVENUE,MYRTLE AVENUE,65 ST,65 PL,,,ADDRESS,Ridgewood,,N/A,Closed,,12/21/2010 0:00,05 QUEENS,QUEENS,1014839,194758,Unspecified,QUEENS,,,,,,,,40.70118962,-73.88968024,"(40.70118961895206, -73.88968024171345)"
19328268,12/12/2010 12:02,12/20/2010 7:55,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11229,2000 KINGS HIGHWAY,KINGS HIGHWAY,OCEAN AVE,AVENUE P,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/20/2010 7:55,15 BROOKLYN,BROOKLYN,997169,161763,Unspecified,BROOKLYN,,,,,,,,40.61066903,-73.95347059,"(40.61066902990479, -73.95347059071634)"
19328183,12/12/2010 9:34,12/13/2010 9:43,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11412,104-47 205 PLACE,205 PLACE,104 AVE,109 AVE,,,ADDRESS,Saint Albans,,N/A,Closed,,12/13/2010 9:43,12 QUEENS,QUEENS,1052659,197997,Unspecified,QUEENS,,,,,,,,40.70986832,-73.75324937,"(40.709868322140075, -73.75324937341101)"
19324451,12/11/2010 16:54,12/20/2010 7:54,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11418,83-39 116 STREET,116 STREET,MAYFAIR RD,CURZON RD,,,ADDRESS,Richmond Hill,,N/A,Closed,,12/20/2010 7:54,09 QUEENS,QUEENS,1029720,196347,Unspecified,QUEENS,,,,,,,,40.70548709,-73.83600103,"(40.70548709096411, -73.83600103329123)"
19318650,12/10/2010 7:51,2/1/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10306,126 WOODCUTTERS LANE,WOODCUTTERS LANE,BEND,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,2/1/2011 0:00,03 STATEN ISLAND,STATEN ISLAND,945108,142273,Unspecified,STATEN ISLAND,,,,,,,,40.55709588,-74.14086187,"(40.55709588362271, -74.14086186658216)"
19310865,12/9/2010 22:18,12/15/2010 9:31,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11432,167-11 81 AVENUE,81 AVENUE,167 ST,168 ST,,,ADDRESS,Jamaica,,N/A,Closed,,12/15/2010 9:31,08 QUEENS,QUEENS,1039601,202177,Unspecified,QUEENS,,,,,,,,40.72143272,-73.80031491,"(40.72143271629611, -73.80031490583994)"
19310738,12/9/2010 16:18,12/15/2010 9:01,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10466,4060 MONTICELLO AVENUE,MONTICELLO AVENUE,STRANG AVE,EDENWALD AVE,,,ADDRESS,BRONX,,N/A,Closed,,12/15/2010 9:01,12 BRONX,BRONX,1028811,264559,Unspecified,BRONX,,,,,,,,40.89271466,-73.8388269,"(40.892714657241605, -73.83882689566511)"
19310084,12/9/2010 11:23,12/10/2010 13:07,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11213,152 ALBANY AVENUE,ALBANY AVENUE,BERGEN ST,ST MARK'S AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/10/2010 13:07,08 BROOKLYN,BROOKLYN,1001208,185316,Unspecified,BROOKLYN,,,,,,,,40.67531012,-73.93886442,"(40.675310123809055, -73.93886442288002)"
